ts,src_ip,dest_ip,signature,category,app_proto,severity,community_id
2021-09-24T17:00:05.124822Z,10.9.23.102,54.243.45.255,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:ljnO3Za9VXTSbsnm6np5s6BJDW0=
2021-09-24T17:00:06.360719Z,10.9.23.102,54.243.45.255,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:Nw9BPO8sbG8MUuZIzt4JLgflw0k=
2021-09-24T17:00:20.311236Z,10.9.23.102,136.232.34.70,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,tls,3,1:K2QaW+PRkCUjbY9k2WU/YajORZI=
2021-09-24T17:00:36.202652Z,10.9.23.102,136.232.34.70,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,tls,3,1:kvH4MkaUIRCd6VV3VRNrdhPvDpY=
2021-09-24T17:00:59.17408Z,10.9.23.102,10.9.23.5,ET INFO External IP Lookup Domain (ipify .org) in DNS Lookup,Misc activity,dns,3,1:uH9COzTEysejTtXf0FiKYaZkh9E=
2021-09-24T17:01:00.125565Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:SViAfLQU78OmBZZ79SVXidv7dB4=
2021-09-24T17:01:00.349873Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:ztN498Ph91tecpThR/sNiqKmz6E=
2021-09-24T17:01:20.732454Z,10.9.23.102,136.232.34.70,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,tls,3,1:dU9Ix9xRHngIFj5uFQ6uTuc8+t8=
2021-09-24T17:01:43.704636Z,10.9.23.102,136.232.34.70,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,tls,3,1:ciLuWhr+hxJf1n5a83TfsdEN3U8=
2021-09-24T17:02:17.477261Z,10.9.23.102,10.9.23.5,ET INFO External IP Lookup Domain (ipify .org) in DNS Lookup,Misc activity,dns,3,1:GDSs5bZIliDGt8yunEoQqUjk9Uk=
2021-09-24T17:02:18.376755Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:/lRaAsTj0+8JqCJPv96cjEzOmk0=
2021-09-24T17:02:18.570009Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:FDyiFt0vOQj28KJ4DKw2VdIP+9w=
2021-09-24T17:02:23.006481Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:kHx5q8qxvBl9rBCd5yLgXOqdkuQ=
2021-09-24T17:02:23.209035Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:YA+b+Y6xGrUKQBK+wamnf1HhN0Q=
2021-09-24T17:02:23.211808Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:Ktf/gtUuM79WMO2MoUE57tb1j34=
2021-09-24T17:02:23.216565Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:61hzSZdAOjALItdCnib59btfGNY=
2021-09-24T17:02:23.22537Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:4Z/P+Nag0bf9mg5jSHFNz/f02z8=
2021-09-24T17:02:23.226111Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:9tRxTF+yc2XH5AabCpeh9gDNN8g=
2021-09-24T17:02:23.22732Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:qT2997ghRkq9iX/oXRgJj23j8iM=
2021-09-24T17:02:23.227442Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:xx8qWUXZWriyOhW89eq0j+m2U7s=
2021-09-24T17:02:23.228144Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:5gq5VSE+UoQduThJbWenGQb9+ZA=
2021-09-24T17:02:23.229281Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:Fqwfw6vV4skghtM6UG8zk0ikhYM=
2021-09-24T17:02:23.230483Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:TBlycvp7jC29qLUgU0l4Z0Z1AKk=
2021-09-24T17:02:23.232917Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:fRg6LJv2yFEUgL5tf40n5Ow0czA=
2021-09-24T17:02:23.233107Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:LJU3Fs2dggQcrFqjp8Vb494yI24=
2021-09-24T17:02:23.23752Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:gx4GrtzVYNaMsO+a1Es7hMwpc/s=
2021-09-24T17:02:23.237895Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:OtM1FPXEvCQnhhw5ELRrJRoVwiA=
2021-09-24T17:02:23.237995Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:FIE7T8aUR7LCfoA7715LVkr8IKE=
2021-09-24T17:02:23.238038Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:IMc4ICWaVmvHNsRWXJoLu1nIilk=
2021-09-24T17:02:23.238094Z,10.9.23.102,50.16.239.65,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:g9WQzExXiAcrvUzu6B1ZaYVEJu0=
2021-09-24T17:02:24.662385Z,10.9.23.102,136.232.34.70,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,tls,3,1:DG8MDZ2btHcYlU3fGmDEgfRWFQ0=
2021-09-24T17:02:26.202695Z,10.9.23.102,136.232.34.70,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,tls,3,1:8Kpe/uUaJj0WEAf7wzRhR3+TldM=
2021-09-24T17:02:35.839648Z,10.9.23.102,10.9.23.5,ET INFO External IP Lookup Domain (ipify .org) in DNS Lookup,Misc activity,dns,3,1:HzIJt2lQsGiC0AqCR8iN0wHgvBo=
2021-09-24T17:02:36.743114Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:8c00AJ4sxgS1X6tcgnmabBA2pzs=
2021-09-24T17:02:36.941506Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:WRLLu1YZounCRoS/ER4o7bu4FFg=
2021-09-24T17:02:36.942185Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:M24CmiJvY8wL4qmrO2o8Wcw+/lw=
2021-09-24T17:02:36.94935Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:ednqN9HguXX60PP3t9841gJBN5A=
2021-09-24T17:02:36.951363Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:vBIiOvUgZGs70KLIrigHMJGVYlA=
2021-09-24T17:02:36.954954Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:oJay51D6qmHG7nePp26Qt0dvEZk=
2021-09-24T17:02:43.15094Z,185.4.29.135,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:y2LWWn5WZBKQVGSsjoTZf9vnhBw=
2021-09-24T17:02:44.591912Z,46.16.61.250,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:vOuTqqUgTk831paOKEHsXyFDCE0=
2021-09-24T17:02:45.964423Z,185.4.29.135,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:l14zCv3MQKksh0M8HZbi9ApJOko=
2021-09-24T17:02:46.319143Z,10.9.23.102,136.232.34.70,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,tls,3,1:qIKwFXMcQbh9fP8/cqLMmbDx0mc=
2021-09-24T17:02:47.754841Z,10.9.23.102,136.232.34.70,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,tls,3,1:j3i5k+l9YmI7cy0k/AwAo4zLnI4=
2021-09-24T17:02:48.252307Z,52.97.201.242,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:BRqydYviLnR1OqiUz7+1J7eTYUI=
2021-09-24T17:02:48.862104Z,52.97.201.242,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:pyuAphgVBlCJManeODkpJZCRFrM=
2021-09-24T17:02:49.318656Z,89.96.212.244,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:DMOoNuaItIaZDlMPZdRQkeaw0u8=
2021-09-24T17:02:56.072155Z,154.41.66.35,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:daqW+yO5DzERDSo5/uV6ia0uWtg=
2021-09-24T17:03:01.173379Z,52.98.163.18,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:LtehGFBSOhhy5JF2PpVngqsj494=
2021-09-24T17:03:04.765071Z,217.16.187.37,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:x8ph1ZcU7v+oQrpQy0zcaw+S2Wk=
2021-09-24T17:03:06.702556Z,52.98.163.18,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:7N4S2kvFZqvnw6RZn8XRKB01V7Y=
2021-09-24T17:03:13.717427Z,85.158.181.26,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:HoYtblFQfq/X2b7imjv5JsoV32k=
2021-09-24T17:03:15.176048Z,52.97.186.114,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:I14IEC8C9fvHDbnODRnRJUEXCNU=
2021-09-24T17:03:15.176126Z,52.97.186.114,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:mqawJlQUK5hbTwq/uL71/s9oCo0=
2021-09-24T17:03:16.194014Z,193.70.18.144,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:SEsMT4B9scnkT85n/eahNlvPyBM=
2021-09-24T17:03:21.502202Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:wKejmie2dn7tQNhqBgZSbVC4erQ=
2021-09-24T17:03:21.707993Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:u2jag0dCqdoDCzVlU0SWRLNs1YU=
2021-09-24T17:03:21.708348Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:7zJtw5uRUXUQubV1P1gqa9THldk=
2021-09-24T17:03:21.901986Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:HqD0i2ExDNscjwpIRS7FwBFOdk0=
2021-09-24T17:03:21.902411Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:tdtg+2BrUHodz4K0lnzVDI0tlJI=
2021-09-24T17:03:21.910649Z,10.9.23.102,23.21.173.155,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,tls,3,1:+7uuNVliTaoaVMDRVLPxkOilI1I=
2021-09-24T17:03:25.664567Z,177.149.159.181,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:j6G59fh7lalw/Ul5XjTiRtMZVIg=
2021-09-24T17:03:29.007674Z,10.9.23.102,136.232.34.70,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,tls,3,1:n5NjVzhWcLi8Mf9Y4ZZjiLyMSlM=
2021-09-24T17:03:29.618119Z,52.97.201.242,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:1Jq6I7iA1pwFE6ODkbtsfJhBSTw=
2021-09-24T17:03:30.41748Z,52.97.201.242,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:ihmI3J5xdv3CfqlW4l70WIBMqyI=
2021-09-24T17:03:44.945213Z,52.97.232.210,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:IrdBh6DATilZcdt8kOhI1R9NLag=
2021-09-24T17:03:52.141663Z,46.16.61.50,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:xicmDuFyUzq51TbIWOTea/NsQgw=
2021-09-24T17:03:53.304668Z,62.149.128.202,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:/Q2HgT241WxiPWiCgBSsFWZ0RO0=
2021-09-24T17:03:55.585813Z,52.97.201.210,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:5li0/KSUW+gog8EmOz8/Q6bSR8Q=
2021-09-24T17:03:56.809312Z,93.89.226.88,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:W/TCp6xAuKSJarVg5UJv6gMapTo=
2021-09-24T17:03:57.680616Z,62.149.128.200,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:sjJKh5mBbVnmXNwiw/VXSTruQYI=
2021-09-24T17:04:03.033517Z,52.97.201.242,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:NOy/xICRM7YyjVddgszKn4Q9MX4=
2021-09-24T17:04:03.31009Z,212.227.15.158,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:iVjVw2ocCw8eIrEbkkrmSIj7HiM=
2021-09-24T17:04:07.769855Z,217.70.178.9,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:fNM3RiVP7i03xs8RjsHi4qf5Gb4=
2021-09-24T17:04:08.917383Z,52.98.168.178,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:NyZHaQB5CH2UV+tIWAAATma1YIA=
2021-09-24T17:04:09.733268Z,52.98.168.178,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:UEIfyPqK5QcJDotRm1g+9IOdljQ=
2021-09-24T17:04:13.394701Z,193.70.18.144,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:AsrUNmNQIAUww8m9JERn/yvkM6Y=
2021-09-24T17:04:16.414236Z,52.97.201.194,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:JlAYRFMVxmEVnoNucZ08l6foGoQ=
2021-09-24T17:04:24.099763Z,193.70.18.144,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:6Iz5SHgfdmVKcperg7491puTyMk=
2021-09-24T17:04:25.048756Z,217.70.178.9,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:rDCQae3ttmJ/eGAkOeFjNX877XQ=
2021-09-24T17:04:25.315046Z,52.98.163.18,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:uZ5BFqF3UDPXwYRCGz2JLheSYoU=
2021-09-24T17:04:33.901204Z,45.64.187.254,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:X+diAAa1imKm6ecW4IqU/3vzRc0=
2021-09-24T17:04:40.95472Z,193.70.18.144,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:V2yuaYiArEqma3A+/nf+mUeujKU=
2021-09-24T17:04:41.95889Z,185.14.56.240,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:+knOgf0OkyYPCHP+QeAmlXK6ihM=
2021-09-24T17:04:42.848737Z,52.97.201.226,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:KEKZSu9ko2ZGEX2Zki7KE/WUnDc=
2021-09-24T17:04:45.764326Z,52.97.201.226,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:hlfw0zirXQF7EYbnFI7nCyF4xQg=
2021-09-24T17:04:45.767914Z,52.97.201.226,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:ayuB/Y8RX4XQ3JCyewPAst4OfIY=
2021-09-24T17:04:47.630881Z,208.84.244.49,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:OPUQ+0Ex9etcN0KlB7ML/7YyRwk=
2021-09-24T17:04:48.244896Z,45.64.187.254,10.9.23.102,SURICATA TLS invalid record/traffic,Generic Protocol Command Decode,tls,3,1:X+diAAa1imKm6ecW4IqU/3vzRc0=
2021-09-24T17:04:48.244896Z,45.64.187.254,10.9.23.102,SURICATA TLS invalid record type,Generic Protocol Command Decode,tls,3,1:X+diAAa1imKm6ecW4IqU/3vzRc0=
2021-09-24T17:04:48.245051Z,10.9.23.102,45.64.187.254,SURICATA TLS invalid record/traffic,Generic Protocol Command Decode,tls,3,1:X+diAAa1imKm6ecW4IqU/3vzRc0=
2021-09-24T17:04:48.245051Z,10.9.23.102,45.64.187.254,SURICATA TLS invalid record type,Generic Protocol Command Decode,tls,3,1:X+diAAa1imKm6ecW4IqU/3vzRc0=
2021-09-24T17:04:51.45015Z,52.97.232.194,10.9.23.102,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,smtp,3,1:QS79pxV3Y5oz8EruLd/1OFO9op4=
2021-09-24T17:04:53.048515Z,10.9.23.102,52.97.232.194,SURICATA Applayer No TLS after STARTTLS,Generic Protocol Command Decode,failed,3,1:QS79pxV3Y5oz8EruLd/1OFO9op4=
2021-09-24T17:04:53.048515Z,10.9.23.102,52.97.232.194,SURICATA Applayer Unexpected protocol,Generic Protocol Command Decode,failed,3,1:QS79pxV3Y5oz8EruLd/1OFO9op4=
